Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Layoff_Rate,Val_Multiplite,Burn_Multiple,Starup_Age
048E85DA,Cybersecurity,2018,China,Shanghai,Seed,0.52,13.49,1.02,0.63,0.7,45,0,45,Tier 3 (Angel/Seed),Medium,Independent,0.0,13.22549019607843,7.411764705882353,8
E617EB4D,Cybersecurity,2016,USA,Seattle,Seed,0.69,21.71,2.47,0.55,1.1,30,0,30,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,8.789473684210526,2.672064777327935,10
38BE06FD,FinTech,2019,Canada,Vancouver,Seed,1.3,19.95,1.97,0.86,1.4,46,18,28,Tier 2 (Mid-size VC),High,Independent,39.130434782608695,10.126903553299492,5.238578680203046,7
7B764DE0,HealthTech,2018,India,Mumbai,Post-IPO,137.89,1492.28,100.81,6.88,19.8,458,70,388,Corporate VC (e.g. Google Ventures),Medium,Independent,15.283842794759824,14.80289653804186,0.8189663723836921,8
5C29098B,Generative AI,2018,USA,Miami,Seed,0.0,12.95,0.88,0.4,0.0,38,0,38,Bootstrapped,,Independent,0.0,14.71590909090909,5.454545454545455,8
89AD4E76,Robotics,2020,UK,Oxford,Series A,15.08,175.05,16.5,1.06,13.0,62,0,62,Tier 3 (Angel/Seed),Medium,Independent,0.0,10.60909090909091,0.770909090909091,6
0668D58D,HealthTech,2016,China,Shenzhen,Series A,2.35,21.58,3.49,0.48,4.1,36,12,24,Tier 3 (Angel/Seed),Medium,Independent,33.33333333333333,6.183381088825214,1.650429799426934,10
5FB45F99,FinTech,2021,USA,Seattle,Series A,5.85,63.88,2.68,0.61,8.2,54,0,54,Tier 2 (Mid-size VC),Low,Independent,0.0,23.83582089552239,2.7313432835820897,5
76EE111D,FinTech,2015,Israel,Tel Aviv,Seed,0.0,18.66,0.64,0.29,0.0,17,8,9,Bootstrapped,High,Acquired,47.05882352941176,29.15625,5.437499999999999,11
ECCD8746,Robotics,2019,USA,Miami,Series B,17.24,184.77,6.77,0.64,23.3,56,0,56,Tier 3 (Angel/Seed),High,Acquired,0.0,27.29246676514033,1.1344165435745939,7
34F0E343,Generative AI,2021,China,Shanghai,Series B,26.91,230.82,8.38,2.65,9.8,163,87,76,Tier 3 (Angel/Seed),Medium,Closed,53.37423312883436,27.54415274463007,3.7947494033412883,5
0C8121B8,HealthTech,2019,China,Shenzhen,Post-IPO,723.47,7760.22,320.35,19.47,37.0,1683,511,1172,Tier 3 (Angel/Seed),Medium,Independent,30.36244800950683,24.22419228968316,0.7293272982675199,7
1F7BE7B0,Robotics,2019,Germany,Munich,Seed,0.54,22.81,1.48,0.59,0.8,41,13,28,Tier 3 (Angel/Seed),,Acquired,31.70731707317073,15.412162162162161,4.783783783783784,7
BC9D0515,Cybersecurity,2019,USA,New York,Series A,14.11,113.57,5.82,0.47,24.8,28,0,28,Tier 2 (Mid-size VC),,Independent,0.0,19.51374570446735,0.9690721649484535,7
5F9EA157,Generative AI,2021,UK,Oxford,Series C+,110.07,717.43,70.57,4.55,23.7,441,0,441,Tier 3 (Angel/Seed),High,Independent,0.0,10.166217939634405,0.773699872467054,5
7DA9110C,FinTech,2025,USA,San Francisco,Seed,3.95,54.68,6.42,0.36,8.6,20,0,20,"Tier 1 (e.g. Sequoia, a16z)",High,IPO,0.0,8.517133956386292,0.6728971962616823,1
D658B583,Web3/Crypto,2020,Germany,Berlin,Series B,33.92,367.1,12.28,1.43,22.2,114,0,114,Tier 3 (Angel/Seed),High,Closed,0.0,29.894136807817592,1.3973941368078178,6
8683CAE1,Generative AI,2021,USA,New York,Seed,10.31,60.86,2.57,0.9,10.3,49,0,49,Tier 3 (Angel/Seed),,Independent,0.0,23.68093385214008,4.202334630350195,5
8B9E6828,HealthTech,2012,India,Bengaluru,Seed,0.97,16.04,1.52,0.3,2.4,15,6,9,Tier 2 (Mid-size VC),High,Independent,40.0,10.552631578947368,2.3684210526315788,14
CC8EC786,Generative AI,2022,UK,Cambridge,Pre-IPO,1179.22,5428.82,833.34,32.14,36.6,2611,0,2611,"Tier 1 (e.g. Sequoia, a16z)",Medium,IPO,0.0,6.5145318837449295,0.46281229750161995,4
BD43647A,ClimateTech,2023,USA,San Francisco,Seed,0.65,10.24,0.85,0.51,1.1,32,0,32,Tier 3 (Angel/Seed),High,Acquired,0.0,12.047058823529412,7.2,3
A1E329C1,FinTech,2020,USA,Boston,Series A,2.49,19.62,0.73,0.35,5.5,32,0,32,Tier 3 (Angel/Seed),Medium,Independent,0.0,26.876712328767127,5.753424657534246,6
4C89AD36,HealthTech,2021,USA,Austin,Series A,9.35,83.34,2.89,0.63,12.8,56,0,56,Tier 2 (Mid-size VC),Medium,Closed,0.0,28.837370242214533,2.615916955017301,5
5938E503,FinTech,2020,Israel,Jerusalem,Seed,2.25,31.55,4.61,0.19,7.8,13,6,7,Tier 3 (Angel/Seed),Low,Independent,46.15384615384615,6.843817787418655,0.49457700650759223,6
C144479E,Autonomous Vehicles,2018,China,Shanghai,Pre-IPO,397.59,1885.11,135.71,18.17,21.8,929,215,714,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,23.143164693218516,13.890722864932576,1.6066612629872523,8
B4BA3980,Generative AI,2022,Israel,Tel Aviv,Seed,10.66,72.3,13.24,1.27,7.8,66,0,66,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired,0.0,5.460725075528701,1.151057401812689,4
B32CC5A3,Generative AI,2020,USA,Seattle,Seed,3.71,62.42,5.27,0.68,4.8,40,12,28,Tier 2 (Mid-size VC),Medium,Independent,30.0,11.84440227703985,1.5483870967741937,6
73214BBF,EdTech,2020,USA,Austin,Series A,15.08,147.2,10.13,0.63,20.7,38,0,38,Tier 3 (Angel/Seed),Low,Independent,0.0,14.531095755182623,0.7462981243830207,6
90860C08,FinTech,2020,France,Paris,Series A,3.34,33.12,1.15,0.9,3.3,52,32,20,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),61.53846153846154,28.8,9.391304347826088,6
BF655DE0,Autonomous Vehicles,2022,India,Delhi NCR,Seed,0.55,9.96,0.81,0.62,0.8,33,0,33,Tier 2 (Mid-size VC),Low,Independent,0.0,12.296296296296296,9.185185185185183,4
1A08FC55,FinTech,2021,Germany,Munich,Series B,28.48,339.84,34.42,1.71,15.7,115,6,109,Tier 3 (Angel/Seed),High,Independent,5.217391304347826,9.873329459616501,0.5961650203370134,5
0283DEB8,Cybersecurity,2017,Israel,Tel Aviv,Series A,3.89,64.47,6.71,0.12,17.7,11,0,11,Tier 3 (Angel/Seed),,Independent,0.0,9.608047690014903,0.21460506706408344,9
F7A9AC1B,HealthTech,2019,Japan,Tokyo,Seed,0.71,20.73,1.17,0.68,0.9,48,15,33,Tier 2 (Mid-size VC),Medium,Independent,31.25,17.71794871794872,6.974358974358975,7
599FEA01,Cybersecurity,2024,USA,New York,Series B,30.46,191.35,28.41,0.94,29.3,70,0,70,Corporate VC (e.g. Google Ventures),High,Independent,0.0,6.735304470256952,0.39704329461457233,2
9307CE7C,Autonomous Vehicles,2020,USA,Austin,Series A,13.52,56.76,1.94,0.82,14.7,53,8,45,Tier 2 (Mid-size VC),Medium,Independent,15.09433962264151,29.257731958762886,5.072164948453608,6
5C5E48A1,FinTech,2023,USA,Seattle,Series C+,55.14,669.18,51.11,1.22,41.8,119,0,119,Tier 2 (Mid-size VC),High,Independent,0.0,13.092936802973977,0.28644100958716495,3
1D2A50BE,Generative AI,2021,Germany,Berlin,Series C+,38.14,434.59,26.46,2.25,16.2,217,0,217,Corporate VC (e.g. Google Ventures),Low,Independent,0.0,16.424414210128493,1.0204081632653061,5
7819184D,Robotics,2020,USA,Miami,Post-IPO,1732.99,16128.49,2006.47,73.87,23.4,4125,0,4125,Tier 3 (Angel/Seed),,Independent,0.0,8.038241289428697,0.4417908067401955,6
2AE729FC,Generative AI,2018,China,Shenzhen,Seed,8.34,64.58,2.86,0.97,7.8,56,0,56,Tier 3 (Angel/Seed),Low,Independent,0.0,22.58041958041958,4.06993006993007,8
1B70A9F0,Robotics,2018,Canada,Vancouver,Series A,1.02,16.0,0.74,0.33,2.4,19,0,19,Corporate VC (e.g. Google Ventures),Low,Independent,0.0,21.62162162162162,5.351351351351352,8
4F4261E1,SpaceTech,2020,India,Delhi NCR,Series A,3.99,45.78,7.31,0.37,8.5,20,0,20,Tier 3 (Angel/Seed),Medium,Closed,0.0,6.262653898768811,0.6073871409028727,6
F9176F3D,FinTech,2019,USA,San Francisco,Seed,1.45,21.87,1.16,0.32,3.5,23,0,23,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,18.85344827586207,3.310344827586207,7
DB8D1F53,FinTech,2021,USA,Miami,Pre-IPO,185.78,1960.93,102.27,8.84,20.8,497,0,497,Tier 2 (Mid-size VC),High,Independent,0.0,19.1740490857534,1.0372543267820475,5
36B68D82,HealthTech,2021,USA,Austin,Seed,0.84,18.07,2.14,0.17,3.1,10,0,10,Tier 3 (Angel/Seed),High,Closed,0.0,8.44392523364486,0.9532710280373832,5
8D0964B6,FinTech,2018,China,Shanghai,Series A,6.79,92.01,10.68,0.57,10.1,31,0,31,Tier 3 (Angel/Seed),Medium,Independent,0.0,8.615168539325843,0.6404494382022472,8
1C567267,Generative AI,2021,USA,New York,Seed,6.58,62.69,11.01,0.96,6.2,48,0,48,Tier 2 (Mid-size VC),Low,Independent,0.0,5.6939146230699365,1.0463215258855585,5
0781A629,Generative AI,2019,USA,Seattle,Series B,0.0,19.11,0.86,0.44,0.0,43,27,16,Bootstrapped,High,Closed,62.7906976744186,22.22093023255814,6.1395348837209305,7
43846775,Generative AI,2018,Germany,Berlin,Series B,24.84,116.76,4.14,1.83,12.9,107,19,88,Corporate VC (e.g. Google Ventures),,Independent,17.75700934579439,28.20289855072464,5.304347826086957,8
DE8F6B2C,FinTech,2019,Singapore,Singapore,Series C+,252.91,2227.79,82.16,7.7,32.4,632,256,376,Corporate VC (e.g. Google Ventures),High,Independent,40.50632911392405,27.115262901655306,1.124634858812074,7
27544AAB,Robotics,2022,Singapore,Singapore,Series A,22.16,100.88,4.66,2.19,9.7,125,0,125,Tier 2 (Mid-size VC),High,Independent,0.0,21.648068669527895,5.639484978540772,4
3B6489EE,Robotics,2019,USA,Seattle,Series B,75.03,446.4,19.54,4.69,15.7,347,121,226,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,34.87031700288185,22.845445240532243,2.880245649948823,7
EB98D997,HealthTech,2018,Germany,Munich,Series A,6.95,95.43,7.63,0.39,14.2,24,0,24,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,0.0,12.507208387942335,0.6133682830930537,8
E75E814A,Cybersecurity,2019,UK,London,Series C+,123.75,1464.11,237.78,4.97,24.4,357,112,245,Corporate VC (e.g. Google Ventures),Medium,Closed,31.372549019607842,6.157414416687694,0.2508200857935907,7
5EC5EBB6,Generative AI,2017,Germany,Munich,Seed,1.78,18.7,2.01,0.23,5.4,21,0,21,Tier 3 (Angel/Seed),High,Acquired,0.0,9.303482587064677,1.3731343283582091,9
D8121742,ClimateTech,2020,Canada,Toronto,Series A,10.76,42.51,2.49,0.58,15.8,40,0,40,Tier 2 (Mid-size VC),,Closed,0.0,17.072289156626503,2.7951807228915655,6
E3BD9D57,ClimateTech,2015,Japan,Tokyo,Seed,1.63,33.77,1.26,0.76,1.9,42,0,42,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,26.801587301587304,7.238095238095239,11
8E42AB61,Cybersecurity,2021,USA,Miami,Series B,35.43,250.48,10.01,3.44,10.0,295,0,295,Tier 3 (Angel/Seed),Low,Independent,0.0,25.022977022977024,4.123876123876124,5
4944CEFB,Web3/Crypto,2017,India,Delhi NCR,Seed,1.31,13.72,1.1,0.16,5.0,12,8,4,Tier 3 (Angel/Seed),,Closed,66.66666666666666,12.472727272727273,1.7454545454545451,9
35B39248,Generative AI,2020,India,Delhi NCR,Seed,10.66,63.45,2.78,0.88,10.9,54,0,54,Tier 3 (Angel/Seed),Medium,Independent,0.0,22.823741007194247,3.798561151079137,6
165FE6EF,Generative AI,2015,USA,Austin,Pre-IPO,475.22,2349.8,103.24,47.83,9.9,2693,1472,1221,Tier 3 (Angel/Seed),High,Closed,54.660230226513185,22.76055792328555,5.559473072452539,11
62A2FE1B,Autonomous Vehicles,2024,USA,Austin,Series A,3.36,34.82,2.73,0.68,4.3,51,0,51,Tier 2 (Mid-size VC),Medium,Independent,0.0,12.754578754578755,2.989010989010989,2
E392AE1E,HealthTech,2019,USA,New York,Post-IPO,642.44,7584.8,286.21,46.7,13.7,3229,988,2241,Corporate VC (e.g. Google Ventures),High,Independent,30.59770826881387,26.500821075434125,1.9580028650291748,7
83542EE4,FinTech,2021,Israel,Jerusalem,Series A,8.49,94.27,11.35,0.81,9.3,58,0,58,Corporate VC (e.g. Google Ventures),High,Independent,0.0,8.305726872246696,0.856387665198238,5
AF147FA6,ClimateTech,2021,Israel,Tel Aviv,Series A,12.29,139.0,5.07,0.72,15.0,49,15,34,Tier 2 (Mid-size VC),High,Independent,30.612244897959183,27.416173570019723,1.7041420118343196,5
26D6092C,ClimateTech,2021,UK,London,Series B,11.54,86.53,5.27,0.71,14.2,67,17,50,Tier 2 (Mid-size VC),Low,Closed,25.37313432835821,16.41935483870968,1.6166982922201139,5
C89A5A32,Web3/Crypto,2021,China,Shenzhen,Seed,1.49,23.82,1.63,0.67,1.9,44,25,19,Corporate VC (e.g. Google Ventures),Low,Closed,56.81818181818182,14.61349693251534,4.932515337423314,5
147B186A,Web3/Crypto,2015,USA,Boston,Seed,0.0,19.78,0.97,0.24,0.0,18,14,4,Bootstrapped,Medium,Closed,77.77777777777779,20.39175257731959,2.9690721649484537,11
AFE370F1,Cybersecurity,2020,Germany,Berlin,Series B,11.38,55.2,2.02,0.62,15.8,40,10,30,Tier 3 (Angel/Seed),High,Closed,25.0,27.326732673267326,3.683168316831683,6
1A3E8B61,Robotics,2018,USA,Miami,Series A,6.9,47.39,2.85,0.7,8.6,52,0,52,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.0,16.628070175438594,2.947368421052631,8
DBB6733F,Autonomous Vehicles,2021,China,Shanghai,Series C+,17.53,78.05,5.6,0.38,36.5,34,0,34,Tier 3 (Angel/Seed),High,Independent,0.0,13.9375,0.8142857142857144,5
620521DF,Generative AI,2023,Canada,Toronto,Seed,3.68,24.63,2.21,0.41,7.2,26,8,18,Tier 3 (Angel/Seed),Medium,Independent,30.76923076923077,11.144796380090497,2.226244343891403,3
C6E5226D,Robotics,2022,UK,Oxford,Series A,3.65,55.68,7.73,0.15,14.6,12,0,12,Tier 3 (Angel/Seed),High,Independent,0.0,7.203104786545924,0.23285899094437254,4
879BF5A0,Autonomous Vehicles,2015,UK,Cambridge,Seed,0.72,22.88,3.13,0.77,0.8,48,14,34,Tier 3 (Angel/Seed),High,Independent,29.166666666666668,7.3099041533546325,2.952076677316294,11
E73ECA78,Robotics,2019,USA,Boston,Series B,22.77,128.16,7.74,1.41,15.1,130,49,81,"Tier 1 (e.g. Sequoia, a16z)",,Independent,37.69230769230769,16.55813953488372,2.186046511627907,7
657755A2,Robotics,2019,USA,San Francisco,Series B,5.89,74.69,7.96,0.35,13.1,22,7,15,Tier 2 (Mid-size VC),Low,Independent,31.818181818181817,9.383165829145728,0.5276381909547738,7
A597F8BC,Generative AI,2015,UK,Cambridge,Seed,2.34,41.56,2.01,0.22,7.3,18,0,18,Tier 3 (Angel/Seed),High,Independent,0.0,20.67661691542289,1.3134328358208958,11
95C8471A,EdTech,2014,USA,Austin,Series A,6.99,85.04,8.78,0.67,9.1,47,0,47,Tier 2 (Mid-size VC),Medium,Closed,0.0,9.685649202733487,0.9157175398633259,12
773A3DB2,FinTech,2019,USA,Seattle,Series A,0.0,33.4,1.21,0.12,0.0,7,0,7,Bootstrapped,High,Independent,0.0,27.60330578512397,1.1900826446280992,7
958AC827,ClimateTech,2025,USA,Miami,Series B,5.7,73.86,6.44,0.92,5.6,52,22,30,Tier 2 (Mid-size VC),Low,Independent,42.30769230769231,11.46894409937888,1.7142857142857144,1
CC7EA58F,Robotics,2020,China,Shenzhen,Series A,12.81,114.73,20.33,0.43,24.2,35,0,35,Tier 2 (Mid-size VC),High,Acquired,0.0,5.6433841613379245,0.2538121003443188,6
8BF966C6,Cybersecurity,2020,USA,San Francisco,Seed,0.97,13.15,0.48,0.33,2.3,25,0,25,Tier 2 (Mid-size VC),High,Independent,0.0,27.395833333333336,8.25,6
17293634,Cybersecurity,2019,China,Shenzhen,Post-IPO,270.42,2612.0,175.05,21.56,12.5,1377,281,1096,Tier 2 (Mid-size VC),High,Acquired,20.406681190994917,14.921451013996,1.4779777206512423,7
A0E92FA2,SpaceTech,2020,China,Hangzhou,Series C+,58.9,455.11,56.73,1.65,33.7,147,0,147,Tier 2 (Mid-size VC),Medium,Independent,0.0,8.022386744227042,0.34902168164992065,6
31DD5467,HealthTech,2023,USA,Boston,Series A,3.59,38.8,1.75,0.48,6.2,35,15,20,Tier 3 (Angel/Seed),High,Independent,42.857142857142854,22.17142857142857,3.2914285714285714,3
998B4C44,Robotics,2020,USA,San Francisco,Series B,20.11,220.05,7.47,1.83,10.4,164,0,164,Corporate VC (e.g. Google Ventures),Medium,Independent,0.0,29.457831325301207,2.9397590361445785,6
12768CF0,Web3/Crypto,2014,Canada,Vancouver,Seed,0.36,7.74,0.46,0.53,0.6,42,33,9,Corporate VC (e.g. Google Ventures),Medium,Closed,78.57142857142857,16.82608695652174,13.826086956521738,12
D9569209,ClimateTech,2019,China,Shanghai,Seed,0.27,13.21,0.73,0.49,0.5,43,17,26,Tier 3 (Angel/Seed),High,Closed,39.53488372093023,18.095890410958905,8.054794520547945,7
0E12BDDD,Web3/Crypto,2025,USA,Austin,Series B,38.98,402.34,23.61,1.89,19.6,97,0,97,Tier 3 (Angel/Seed),Low,Closed,0.0,17.041084286319357,0.9606099110546379,1
6ED34F53,SpaceTech,2019,USA,Seattle,Seed,3.94,54.29,4.4,0.76,4.6,56,0,56,Tier 3 (Angel/Seed),Medium,Independent,0.0,12.338636363636363,2.0727272727272728,7
67C26D47,Cybersecurity,2020,USA,San Francisco,Seed,0.59,14.84,0.58,0.24,1.7,23,10,13,Tier 2 (Mid-size VC),Low,Independent,43.47826086956522,25.586206896551726,4.9655172413793105,6
667AC8F4,Cybersecurity,2015,USA,San Francisco,Series B,13.57,173.91,14.04,0.52,21.9,36,0,36,Tier 3 (Angel/Seed),Medium,Acquired,0.0,12.386752136752138,0.4444444444444445,11
36E6CF04,ClimateTech,2015,China,Shanghai,Seed,0.74,21.4,0.98,0.34,1.7,20,0,20,Tier 2 (Mid-size VC),High,Independent,0.0,21.83673469387755,4.163265306122449,11
5E4C3C6E,Web3/Crypto,2022,USA,Seattle,Seed,0.64,12.18,1.08,0.45,1.2,26,15,11,Tier 2 (Mid-size VC),High,Closed,57.692307692307686,11.277777777777777,5.0,4
8C6E18E3,HealthTech,2018,China,Beijing,Seed,1.17,14.7,1.32,0.14,4.9,10,5,5,Tier 2 (Mid-size VC),Medium,Independent,50.0,11.136363636363635,1.2727272727272727,8
F5B5C0A2,Generative AI,2018,USA,Miami,Series A,13.99,72.96,2.96,0.49,23.7,27,0,27,Corporate VC (e.g. Google Ventures),,Independent,0.0,24.648648648648646,1.9864864864864864,8
6697B4D3,ClimateTech,2019,USA,San Francisco,Series B,43.03,223.23,17.36,2.67,15.5,183,46,137,Tier 2 (Mid-size VC),High,Independent,25.136612021857925,12.858870967741936,1.8456221198156681,7
5A5D5007,Cybersecurity,2023,USA,New York,Seed,0.45,20.0,3.74,0.09,2.4,8,2,6,Tier 3 (Angel/Seed),,Independent,25.0,5.347593582887701,0.2887700534759358,3
8538C415,FinTech,2014,USA,Miami,Series A,97.99,954.66,57.09,8.6,11.3,435,247,188,"Tier 1 (e.g. Sequoia, a16z)",Medium,Closed,56.7816091954023,16.722017866526535,1.8076720966894375,12
71465596,Robotics,2021,Israel,Tel Aviv,Seed,0.49,12.96,0.96,0.51,0.8,27,0,27,Tier 3 (Angel/Seed),High,Independent,0.0,13.500000000000002,6.375,5
EA384DA8,FinTech,2018,USA,Miami,Seed,1.82,26.28,1.47,0.13,7.9,10,0,10,Tier 3 (Angel/Seed),,Independent,0.0,17.877551020408163,1.0612244897959184,8
2FD09A67,SpaceTech,2021,Japan,Kyoto,Seed,3.17,38.44,3.37,0.16,12.2,9,0,9,Tier 2 (Mid-size VC),,Acquired,0.0,11.406528189910977,0.5697329376854599,5
D2A01532,HealthTech,2025,Singapore,Singapore,Seed,11.14,90.8,3.83,1.04,9.8,67,0,67,Tier 3 (Angel/Seed),High,Closed,0.0,23.70757180156658,3.258485639686684,1
989A1A79,ClimateTech,2018,China,Shanghai,Seed,2.28,23.93,3.71,0.35,5.1,18,0,18,Tier 3 (Angel/Seed),,Acquired,0.0,6.450134770889488,1.132075471698113,8
561A4175,Cybersecurity,2015,India,Hyderabad,Series C+,83.03,788.17,28.96,1.64,47.7,112,0,112,Tier 3 (Angel/Seed),High,Acquired,0.0,27.21581491712707,0.6795580110497237,11
1F2716D8,Robotics,2015,France,Paris,Pre-IPO,331.68,3510.07,214.29,9.67,33.9,772,0,772,Tier 3 (Angel/Seed),Low,Acquired,0.0,16.379999066685333,0.5415091698166037,11
6348BA95,HealthTech,2021,USA,Miami,Series B,19.41,245.33,17.53,0.73,23.4,45,0,45,Tier 2 (Mid-size VC),High,Closed,0.0,13.994865944095835,0.4997147746719908,5
0DC94464,Robotics,2015,USA,Miami,Seed,0.81,17.72,3.19,0.2,2.7,19,7,12,Tier 3 (Angel/Seed),Medium,Independent,36.84210526315789,5.554858934169279,0.7523510971786835,11
0A77D3B0,Generative AI,2018,USA,New York,Series B,84.75,580.98,26.51,3.26,25.2,253,0,253,Tier 3 (Angel/Seed),High,Independent,0.0,21.915503583553374,1.4756695586571102,8
5E7835A8,Cybersecurity,2017,China,Beijing,Series B,13.33,122.95,5.62,1.18,10.4,64,28,36,Tier 3 (Angel/Seed),Low,Independent,43.75,21.877224199288257,2.5195729537366547,9
B68A86BF,Autonomous Vehicles,2019,USA,Boston,Seed,1.1,25.65,2.01,0.82,1.2,50,0,50,Tier 3 (Angel/Seed),Low,Independent,0.0,12.761194029850747,4.895522388059702,7
4D256BBC,HealthTech,2014,France,Lyon,Seed,3.13,33.32,1.15,0.52,5.0,32,0,32,Corporate VC (e.g. Google Ventures),Low,Independent,0.0,28.973913043478262,5.42608695652174,12
7CBB3DBB,Cybersecurity,2022,USA,San Francisco,Series A,2.01,28.41,1.18,0.46,3.6,34,0,34,Corporate VC (e.g. Google Ventures),,Independent,0.0,24.076271186440678,4.677966101694916,4
EB1B26F9,Autonomous Vehicles,2022,Israel,Tel Aviv,Seed,1.28,27.82,2.67,0.48,2.2,40,0,40,Tier 2 (Mid-size VC),High,Independent,0.0,10.419475655430713,2.157303370786517,4
692D045B,EdTech,2019,USA,San Francisco,Series A,5.33,37.23,1.6,0.77,6.1,43,17,26,Tier 3 (Angel/Seed),Medium,Closed,39.53488372093023,23.268749999999997,5.7749999999999995,7
33DC4140,Generative AI,2020,India,Bengaluru,Seed,2.86,33.17,1.84,0.75,3.4,53,28,25,Tier 3 (Angel/Seed),,Closed,52.83018867924528,18.027173913043477,4.891304347826087,6
5EF09747,Web3/Crypto,2020,UK,London,Series A,13.75,170.71,6.15,0.79,15.4,79,50,29,Tier 3 (Angel/Seed),Medium,Closed,63.29113924050633,27.757723577235772,1.5414634146341464,6
02CF2D38,HealthTech,2021,USA,Austin,Series B,6.53,36.98,1.59,0.83,7.0,49,26,23,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale),53.06122448979592,23.257861635220124,6.264150943396226,5
1D93D7E4,SpaceTech,2020,Israel,Tel Aviv,Series A,7.7,91.08,4.37,0.25,22.0,24,0,24,Tier 3 (Angel/Seed),High,Independent,0.0,20.842105263157894,0.6864988558352403,6
B6B9A16C,Generative AI,2020,USA,Seattle,Seed,2.52,38.92,1.3,0.45,4.6,40,0,40,Tier 3 (Angel/Seed),,IPO,0.0,29.93846153846154,4.153846153846154,6
C898C8D1,HealthTech,2020,USA,New York,Series C+,20.14,137.32,24.3,2.25,8.6,116,51,65,Tier 3 (Angel/Seed),High,Independent,43.96551724137931,5.651028806584362,1.1111111111111112,6
1F0D7690,Generative AI,2021,Singapore,Singapore,Series A,46.38,364.13,23.71,3.44,13.1,265,46,219,Corporate VC (e.g. Google Ventures),High,Independent,17.358490566037734,15.357654997891185,1.7410375369042599,5
15B52475,Robotics,2018,USA,Boston,Series A,3.62,26.29,1.26,0.21,11.7,13,7,6,Tier 3 (Angel/Seed),High,Acquired (Fire Sale),53.84615384615385,20.865079365079364,2.0,8
5B197794,SpaceTech,2018,USA,Boston,Series A,75.08,768.57,25.81,3.64,20.1,289,24,265,Tier 2 (Mid-size VC),Low,Independent,8.304498269896193,29.777993025958935,1.6923672994963193,8
11D5142C,Cybersecurity,2018,USA,Boston,Seed,0.83,25.96,3.05,0.1,4.1,8,0,8,Corporate VC (e.g. Google Ventures),High,Closed,0.0,8.511475409836066,0.3934426229508198,8
CD5E865B,Autonomous Vehicles,2020,UK,Oxford,Series B,0.0,27.4,1.22,0.41,0.0,37,19,18,Bootstrapped,,Closed,51.35135135135135,22.45901639344262,4.032786885245901,6
E31CC8C0,SpaceTech,2019,China,Hangzhou,Seed,5.8,64.07,5.53,0.5,9.7,46,0,46,Tier 3 (Angel/Seed),High,Closed,0.0,11.585895117540685,1.0849909584086799,7
C067B1BC,EdTech,2020,UK,Cambridge,Series B,8.84,110.59,5.42,0.83,9.5,46,0,46,Tier 3 (Angel/Seed),High,Independent,0.0,20.404059040590408,1.8376383763837636,6
64F2B7C0,EdTech,2019,UK,Cambridge,Series A,1.21,16.21,1.25,0.54,1.9,47,21,26,"Tier 1 (e.g. Sequoia, a16z)",Medium,Acquired,44.680851063829785,12.968,5.184,7
390F9C5E,Cybersecurity,2021,USA,San Francisco,Series C+,147.17,645.01,76.63,7.34,19.8,375,0,375,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0,8.417199530210102,1.149419287485319,5
D15B1A71,Generative AI,2014,USA,Boston,Pre-IPO,2922.19,20011.79,947.82,142.18,20.5,12740,0,12740,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.0,21.11349201325146,1.8000886244223586,12
DE8553E5,ClimateTech,2020,India,Bengaluru,Series A,1.64,26.39,1.54,0.58,2.4,34,0,34,Tier 3 (Angel/Seed),High,Independent,0.0,17.136363636363637,4.519480519480519,6
325E8454,Web3/Crypto,2020,UK,Oxford,Seed,2.56,39.62,2.43,0.46,4.6,30,20,10,Tier 3 (Angel/Seed),Low,Closed,66.66666666666666,16.304526748971192,2.271604938271605,6
F9130301,ClimateTech,2019,USA,San Francisco,Series A,14.71,164.3,14.51,1.35,10.1,78,0,78,Tier 3 (Angel/Seed),High,Independent,0.0,11.323225361819436,1.1164713990351485,7
E063EF7A,SpaceTech,2019,USA,Miami,Seed,3.4,18.36,1.72,0.7,4.2,53,0,53,Tier 3 (Angel/Seed),Low,Independent,0.0,10.674418604651162,4.883720930232557,7
20ABA194,FinTech,2021,France,Paris,Series A,17.12,125.96,8.94,0.96,16.2,62,0,62,Tier 2 (Mid-size VC),High,Independent,0.0,14.089485458612975,1.2885906040268456,5
